iter	Logloss
512	0.3018580474
513	0.3018348274
514	0.3018147692
515	0.3017796293
516	0.301752976
517	0.3017311055
518	0.301707869
519	0.3016795653
520	0.301645024
521	0.3016203722
522	0.301595485
523	0.301559332
524	0.3015340932
525	0.3015026494
526	0.3014860323
527	0.3014732001
528	0.3014429646
529	0.3014159424
530	0.3013772438
531	0.3013513191
532	0.3013268542
533	0.3013028391
534	0.3012816997
535	0.3012448348
536	0.3012229856
537	0.3011929942
538	0.3011712781
539	0.3011523748
540	0.301114308
541	0.3010958122
542	0.3010722621
543	0.3010374182
544	0.3010183064
545	0.3009902923
546	0.3009628572
547	0.3009306191
548	0.3009130246
549	0.3008932704
550	0.300865589
551	0.3008349322
552	0.3008195683
553	0.3007909556
554	0.3007726036
555	0.3007362204
556	0.3007103847
557	0.3006895268
558	0.3006615697
559	0.3006286904
560	0.3006139527
561	0.3005862356
562	0.300554101
563	0.3005215579
564	0.3004970176
565	0.3004727036
566	0.3004477276
567	0.3004223904
568	0.3003994532
569	0.3003681386
570	0.3003399691
571	0.3003176534
572	0.3002934663
573	0.3002736173
574	0.3002448109
575	0.3002247928
576	0.3001986912
577	0.3001730617
578	0.3001401469
579	0.3001091762
580	0.3000848252
581	0.3000628751
582	0.3000355693
583	0.3000160275
584	0.2999811587
585	0.2999582564
586	0.2999349355
587	0.2999066624
588	0.2998793071
589	0.2998531054
590	0.2998257527
591	0.2997918952
592	0.2997684754
593	0.2997405529
594	0.2997196483
595	0.2996949067
596	0.2996785632
597	0.2996633485
598	0.2996426476
599	0.2996111225
600	0.2995696588
601	0.2995331563
602	0.2995102613
603	0.2994736999
604	0.2994497811
605	0.2994285205
606	0.2994113588
607	0.2993819778
608	0.2993546616
609	0.2993362192
610	0.2993080564
611	0.2992791034
612	0.2992570431
613	0.2992326548
614	0.2992104115
615	0.2991834242
616	0.2991652993
617	0.2991289767
618	0.2991113998
619	0.2990735673
620	0.2990531161
621	0.2990227053
622	0.2989886194
623	0.2989597128
624	0.2989272414
625	0.2989071819
626	0.2988774202
627	0.2988493564
628	0.2988319371
629	0.2988089511
630	0.2987865486
631	0.2987567163
632	0.2987325023
633	0.2987008286
634	0.2986650877
635	0.2986484818
636	0.2986128451
637	0.2985818346
638	0.2985495323
639	0.2985230305
640	0.2985046025
641	0.2984813243
642	0.2984621978
643	0.2984450527
644	0.2984193103
645	0.2983839722
646	0.298366623
647	0.2983517636
648	0.2983366321
649	0.2983041194
650	0.298285072
651	0.298274206
652	0.2982505642
653	0.2982198803
654	0.298200167
655	0.2981807725
656	0.2981595866
657	0.2981301523
658	0.2981162269
659	0.2980853523
660	0.2980597685
661	0.2980295568
662	0.298009929
663	0.2979795741
664	0.2979564139
665	0.2979311188
666	0.2979107676
667	0.2978849412
668	0.2978600024
669	0.2978333727
670	0.2978236311
671	0.2977990295
672	0.2977757592
673	0.2977498324
674	0.2977243176
675	0.297696704
676	0.2976555839
677	0.297628713
678	0.2976040002
679	0.2975788627
680	0.2975611424
681	0.2975216048
682	0.2974945892
683	0.2974741618
684	0.2974443107
685	0.2974141102
686	0.2973939649
687	0.297373145
688	0.2973565729
689	0.297325087
690	0.2973067472
691	0.2972712869
692	0.2972497351
693	0.2972143779
694	0.297195534
695	0.2971883944
696	0.2971588349
697	0.2971284406
698	0.2971036917
699	0.2970773489
700	0.2970526369
701	0.2970302838
702	0.297010727
703	0.296984782
704	0.2969630512
705	0.2969418057
706	0.296916415
707	0.2968856154
708	0.2968612671
709	0.2968367754
710	0.2968099256
711	0.2967953802
712	0.2967654222
713	0.2967338809
714	0.2967107292
715	0.2966814082
716	0.2966491874
717	0.296623585
718	0.2965872582
719	0.2965566651
720	0.2965314184
721	0.2965098041
722	0.2964771695
723	0.2964618927
724	0.2964482749
725	0.2964279157
726	0.2964043139
727	0.2963767628
728	0.2963413625
729	0.2963081627
730	0.296281294
731	0.296260639
732	0.2962272869
733	0.2961937257
734	0.2961725468
735	0.2961572335
736	0.2961323461
737	0.2961095972
738	0.2960742867
739	0.2960517675
740	0.2960257098
741	0.296001647
742	0.2959846325
743	0.2959621153
744	0.2959319902
745	0.295905382
746	0.2958823209
747	0.2958625088
748	0.2958477696
749	0.2958243228
750	0.2957933236
751	0.295773991
752	0.2957530311
753	0.295724597
754	0.2956908461
755	0.2956651614
756	0.2956394811
757	0.295618844
758	0.2955946402
759	0.2955643662
760	0.2955472346
761	0.2955257827
762	0.2954903372
763	0.2954613414
764	0.2954398915
765	0.2954189457
766	0.295399046
767	0.2953710684
768	0.2953472998
769	0.2953168894
770	0.2952866189
771	0.2952565294
772	0.2952389749
773	0.2952130994
774	0.2951894615
775	0.2951701523
776	0.2951420143
777	0.2951185942
778	0.2950931932
779	0.2950788278
780	0.2950468289
781	0.2950277697
782	0.2949967498
783	0.2949695378
784	0.2949505563
785	0.2949215766
786	0.2948885768
787	0.2948682381
788	0.2948411744
789	0.2948206842
790	0.2947924303
791	0.2947688696
792	0.2947579704
793	0.2947324743
794	0.2946933779
795	0.2946676837
796	0.2946395103
797	0.2946240071
798	0.2945951279
799	0.2945695266
800	0.2945510274
801	0.2945390157
802	0.2945124426
803	0.2944841799
804	0.2944543381
805	0.2944201538
806	0.2943982069
807	0.2943723614
808	0.2943471656
809	0.2943178249
810	0.294301362
811	0.2942675917
812	0.2942348704
813	0.2942174617
814	0.2941953564
815	0.294172255
816	0.2941538845
817	0.2941199698
818	0.2940926723
819	0.2940738318
820	0.2940548546
821	0.2940319981
822	0.2940074969
823	0.2939731357
824	0.2939500762
825	0.2939210172
826	0.2938850449
827	0.2938590867
828	0.2938339177
829	0.2938078461
830	0.2937875045
831	0.2937754682
832	0.2937509393
833	0.2937370483
834	0.2937085396
835	0.2936768182
836	0.2936478646
837	0.2936235814
838	0.2935944414
839	0.2935776144
840	0.2935601492
841	0.2935354092
842	0.2935109283
843	0.2934878652
844	0.2934655621
845	0.2934443858
846	0.2934220072
847	0.293394264
848	0.2933621472
849	0.2933401674
850	0.2933074549
851	0.2932887239
852	0.2932646779
853	0.2932416125
854	0.2932189027
855	0.2931950888
856	0.2931743196
857	0.2931586903
858	0.2931428459
859	0.2931277341
860	0.293104976
861	0.2930787822
862	0.2930589197
863	0.2930310298
864	0.2930068881
865	0.2929806961
866	0.2929539808
867	0.2929286793
868	0.29289328
869	0.2928714933
870	0.2928481563
871	0.2928277782
872	0.2928031021
873	0.2927797394
874	0.2927512628
875	0.2927204631
876	0.2926946089
877	0.2926669409
878	0.2926443884
879	0.2926245437
880	0.2926057752
881	0.2925840514
882	0.2925601018
883	0.2925418128
884	0.2925109297
885	0.2924934198
886	0.2924797532
887	0.2924540745
888	0.2924318155
889	0.2924043321
890	0.2923874396
891	0.2923672955
892	0.2923359532
893	0.2923171849
894	0.2922993443
895	0.2922727818
896	0.292248349
897	0.2922226179
898	0.2921947418
899	0.2921655318
900	0.2921327611
901	0.2921109184
902	0.2920878471
903	0.2920645094
904	0.2920334474
905	0.2920032541
906	0.2919897792
907	0.2919669299
908	0.2919418794
909	0.2919219975
910	0.2919027318
911	0.2918739289
912	0.291854817
913	0.2918373364
914	0.2918118321
915	0.2917923906
916	0.2917616452
917	0.2917492773
918	0.2917270566
919	0.2917102575
920	0.2916832376
921	0.2916588155
922	0.2916330326
923	0.2916101905
924	0.2915793006
925	0.2915555743
926	0.2915308808
927	0.2915115307
928	0.2914823522
929	0.2914644743
930	0.2914414599
931	0.2914212587
932	0.2913891774
933	0.2913585134
934	0.2913389742
935	0.2913159398
936	0.2912932796
937	0.2912684697
938	0.2912469947
939	0.2912300808
940	0.291213696
941	0.2911946487
942	0.2911742236
943	0.2911554505
944	0.2911333885
945	0.2911185825
946	0.291100284
947	0.2910906496
948	0.2910630039
949	0.2910491132
950	0.2910191277
951	0.2909848439
952	0.2909717583
953	0.2909581759
954	0.290925648
955	0.2909085536
956	0.2909086054
957	0.2908911427
958	0.2908604953
959	0.2908440883
960	0.290828081
961	0.2908066222
962	0.2907864756
963	0.2907648037
964	0.2907467382
965	0.2907294835
966	0.290708206
967	0.290689966
968	0.2906691805
969	0.2906691066
970	0.2906475542
971	0.2906167156
972	0.2905897933
973	0.2905625731
974	0.2905240217
975	0.2904777174
976	0.2904519353
977	0.2904261204
978	0.2904025434
979	0.2903873546
980	0.2903657643
981	0.2903414741
982	0.2903151202
983	0.2902974528
984	0.2902974898
985	0.2902734522
986	0.2902453044
987	0.2902234725
988	0.2902066349
989	0.2901930239
990	0.290172318
991	0.2901459291
992	0.2901234631
993	0.2901064261
994	0.2900844071
995	0.2900595246
996	0.290039231
997	0.2900177058
998	0.290004889
999	0.2899867198
